isoform	p-value_lowest	effector_score
SNOO_514440_3	0.015255628	-2.995
SNOO_514440_4	0.033115135	-2.995
SNOO_514440_5	0.074969662	-2.995
SNOO_149510A_1	0.034711677	-1.451
SNOO_149510A_2	0.034711677	-1.451
SNOO_406810A_1	0.038314359	-1.378
SNOO_126170A_1	0.046958823	-1.646
SNOO_126170A_2	0.004701665	-1.646
SNOO_126170A_3	0.039220916	-1.646
SNOO_431390A_1	0.009939447	-1.845
SNOO_114480A_1	0.012862918	0.372
SNOO_114480A_2	0.034873351	0.372
SNOO_066890A_1	0.367879441	-2.81
SNOO_105540A_1	0.142795309	-3.164
SNOO_026810A_1	0.005096523	-2.371
SNOO_026810A_2	0.005175345	-2.371
SNOO_142440A_1	0.004291923	-0.509
SNOO_420730A_1	0.367879441	-1.499
SNOO_511830_1	0.057552193	-2.16
SNOO_441040A_1	0.367879441	1.039
SNOO_092990A_1	0.00387702	-2.302
SNOO_092990A_2	0.013005695	-2.302
SNOO_092990A_3	0.010974464	-2.302
SNOO_416210A_1	0.032654971	-0.908
SNOO_416210A_2	0.032654971	-0.908
SNOO_422670A_1	0.0686968	-1.702
SNOO_422670A_2	0.008136236	-1.702
SNOO_116500A_1	0.367879441	-3.28
SNOO_307650A_1	0.04352345	-2.727
SNOO_560020_1	0.167409048	-2.727
SNOO_428270A_1	0.367879441	-3.208
SNOO_505620_1	0.000554036	-2.267
SNOO_505620_2	0.000929829	-2.267
SNOO_437230A_1	0.001956147	-3.346
SNOO_437230A_2	0.073470515	-3.346
SNOO_437230A_3	0.009587547	-3.346
SNOO_502710_1	3.53e-05	-0.764
SNOO_069040A_1	0.003638924	-2.296
SNOO_529170_1	0.0002571	-2.702
SNOO_136270A_1	0.057521685	-2.835
SNOO_119740A_1	0.017797646	-3.346
SNOO_119740A_2	0.071229217	-3.346
SNOO_414280A_1	0.032291081	-1.275
SNOO_433270A_1	0.367879441	2.349
SNOO_152210A_1	0.003604057	-2.964
SNOO_152210A_2	0.005918241	-2.964
SNOO_109330A_1	0.020669377	-2.455
SNOO_109330A_2	0.009953449	-2.455
SNOO_414040A_1	0.067148332	-2.455
SNOO_414040A_2	0.067148332	-2.455
SNOO_575690_1	0.028890223	0.368
SNOO_064800A_1	0.078292094	-2.6
SNOO_064800A_2	0.048951049	-2.6
SNOO_406310A_1	0.069664846	-2.937
SNOO_504540_1	0.005440542	-3.509
SNOO_020270A_1	0.048437388	-2.376
SNOO_151760A_1	0.004509122	-2.752
SNOO_151760A_2	0.028137688	-2.752
SNOO_405720A_1	0.367879441	-3.346
SNOO_500960_1	0.042327196	-2.566
SNOO_047590A_1	0.04563053	-2.36
SNOO_047590A_2	0.01826014	-2.36
SNOO_047590A_3	0.000953975	-2.36
SNOO_094570A_1	0.011728323	-3.042
SNOO_094570A_2	0.016183204	-3.042
SNOO_054300A_1	0.009012408	-2.618
SNOO_054300A_2	0.001466285	-2.618
SNOO_137900A_1	0.367879441	0.949
SNOO_201770A_1	0.035373023	-2.965
SNOO_051440A_1	0.003858875	-1.246
SNOO_051440A_2	0.003858875	-1.246
SNOO_113180A_1	0.1648291	-0.341
SNOO_411740A_1	0.003940273	-2.661
SNOO_424130A_1	0.036149679	-1.12
SNOO_424130A_2	0.036149679	-1.12
SNOO_067830A_1	0.020541087	-3.021
SNOO_067830A_2	0.020541087	-3.021
SNOO_159260A_1	0.025911299	-3.064
SNOO_159260A_2	0.029176432	-3.064
SNOO_307270A_1	0.058937367	-2.694
SNOO_655230_1	0.054848529	-1.293
SNOO_655230_2	0.029313518	-1.293
SNOO_570700_1	0.032185594	-2.222
SNOO_570700_2	0.015336691	-2.222
SNOO_415880A_1	0.367879441	-2.879
SNOO_142670A_1	0.367879441	-3.139
SNOO_052390A_1	0.004851641	-3.346
SNOO_638640_1	0.082879735	-2.001
SNOO_638640_2	0.082879735	-2.001
SNOO_133880A_1	0.035373023	-3.088
SNOO_095380A_1	0.017592126	-2.097
SNOO_095380A_2	0.017592126	-2.097
SNOO_097900A_1	0.132523477	-2.861
SNOO_533800_1	0.000911576	-2.722
SNOO_029470A_1	0.030164001	-3.05
SNOO_029470A_2	0.06075322	-3.05
SNOO_160620A_1	0.037883682	-3.346
SNOO_160620A_2	0.006384147	-3.346
SNOO_160620A_3	0.012862918	-3.346
SNOO_104260A_1	0.142795309	-3.047
SNOO_065320A_1	0.009134123	-2.547
SNOO_065320A_2	0.0880708	-2.547
SNOO_052080A_1	0.033598842	-2.573
SNOO_052080A_2	0.031483715	-2.573
SNOO_418310A_1	0.002490756	-3.105
SNOO_574080_1	0.05917042	-2.079
SNOO_574080_2	0.107756663	-2.079
SNOO_059660A_1	0.042856395	-0.84
SNOO_059660A_2	0.020519744	-0.84
SNOO_151100A_1	0.004158281	0.354
SNOO_151100A_2	0.096027225	0.354
SNOO_137110A_1	0.035373023	-2.42
SNOO_435930A_1	0.367879441	-2.026
SNOO_083670A_1	0.367879441	-1.735
SNOO_125500A_1	0.007899611	1.127
SNOO_038210A_1	0.165545749	-3.346
SNOO_501440_1	0.094412241	-3.18
SNOO_115760A_1	0.051813527	-0.052
SNOO_044810A_1	0.031900311	-2.707
SNOO_044810A_2	0.046246355	-2.707
SNOO_163830A_1	0.016682879	-3.419
SNOO_626370_1	0.367879441	-2.116
SNOO_158160A_1	0.005397114	-3.1
SNOO_624350_1	0.016121676	-2.573
SNOO_624350_2	0.019704505	-2.573
SNOO_059620A_1	0.003319525	-2.144
SNOO_434610A_1	0.012862918	-1.091
SNOO_434610A_2	0.03380895	-1.091
SNOO_428560A_1	0.008757936	-1.027
SNOO_428560A_2	0.031242216	-1.027
SNOO_428560A_3	0.046321766	-1.027
SNOO_079210A_1	0.367879441	-2.153
SNOO_625730_1	0.056691787	-2.156
SNOO_625730_2	0.0439208	-2.156
SNOO_444580A_1	0.025334113	-2.285
SNOO_044280A_1	0.142795309	-3.363
SNOO_416390A_1	0.367879441	-2.595
SNOO_146300A_1	0.005371666	-1.744
SNOO_501480_1	0.009636567	-3.144
SNOO_051090A_1	0.095670437	-0.027
SNOO_078670A_1	0.012213871	-3.061
SNOO_078670A_2	0.011446278	-3.061
SNOO_413990A_1	0.054848529	0.002
SNOO_014540A_1	0.061739201	2.335
SNOO_014540A_2	0.009000366	2.335
SNOO_014540A_3	0.084069621	2.335
SNOO_077110A_1	0.367879441	-0.553
SNOO_054370A_1	0.035373023	-2.704
SNOO_054370A_2	0.010501028	-2.704
SNOO_004850A_1	0.007868764	-1.142
SNOO_004850A_2	0.011766389	-1.142
SNOO_027020A_1	0.048951049	-2.9
SNOO_027020A_2	0.035373023	-2.9
SNOO_441960A_1	0.367879441	-2.69
SNOO_623960_1	0.007892374	-2.777
SNOO_054640A_1	0.067388592	-3.375
SNOO_054640A_2	0.022635503	-3.375
SNOO_054640A_3	0.030893563	-3.375
SNOO_402900A_1	0.006226913	-2.241
SNOO_402900A_2	0.006278176	-2.241
SNOO_304310A_1	0.083170877	-3.304
SNOO_083890A_1	0.367879441	-2.027
SNOO_430280A_1	0.003858875	-1.55
SNOO_430280A_2	0.012862918	-1.55
SNOO_430280A_3	0.028137688	-1.55
SNOO_060350A_1	0.022316165	-1.12
SNOO_060350A_2	0.005330637	-1.12
SNOO_006090A_1	0.1648291	-0.534
SNOO_047720A_1	0.005738383	-3.041
SNOO_047720A_2	0.008173586	-3.041
SNOO_020910A_1	0.001470689	-3.042
SNOO_020910A_2	0.002235006	-3.042
SNOO_416850A_1	0.006201396	-3.025
SNOO_091550A_1	0.019561077	-3.115
SNOO_091550A_2	0.007089816	-3.115
SNOO_029170A_1	0.027903659	-1.151
SNOO_029170A_2	0.073259016	-1.151
SNOO_005900A_1	0.061588144	-3.371
SNOO_005900A_2	0.061588144	-3.371
SNOO_446580A_1	0.073696873	-1.201
SNOO_446580A_2	0.013969865	-1.201
SNOO_065060A_1	0.048896453	0.907
SNOO_013570A_1	0.016337277	-1.673
SNOO_013570A_2	0.012862918	-1.673
SNOO_013570A_3	0.007435176	-1.673
SNOO_301130A_1	0.050483248	1.748
SNOO_422540A_1	0.04499245	-2.38
SNOO_516750_1	0.029313518	-2.668
SNOO_028380A_1	0.367879441	-3.312
SNOO_631030_1	0.045978632	-2.787
SNOO_015260A_1	0.003871423	-2.932
SNOO_015260A_2	0.019704505	-2.932
SNOO_015260A_3	0.003877459	-2.932
SNOO_445800A_1	0.002009993	-2.459
SNOO_445800A_2	0.002009993	-2.459
SNOO_160070A_1	0.02459347	-1.861
SNOO_096210A_1	0.022162515	-3.246
SNOO_421460A_1	0.003508598	-2.971
SNOO_421460A_2	0.007424145	-2.971
SNOO_063690A_1	0.018735864	-0.811
SNOO_109540A_1	0.001203846	-1.729
SNOO_112320A_1	0.003033776	-0.03
SNOO_064560A_1	0.012862918	-2.447
SNOO_064560A_2	0.064646079	-2.447
SNOO_064560A_3	0.027506912	-2.447
SNOO_532750_1	0.013748984	-2.356
SNOO_532750_2	0.005012383	-2.356
SNOO_532750_3	0.012862918	-2.356
SNOO_532750_4	0.006617395	-2.356
SNOO_410810A_1	0.108782178	-1.564
SNOO_410810A_2	0.094583257	-1.564
SNOO_302820A_1	0.00948115	-1.267
SNOO_302820A_2	0.005151448	-1.267
SNOO_506580_1	0.034456497	-2.607
SNOO_506580_2	0.033869209	-2.607
SNOO_156680A_1	0.367879441	-3.042
SNOO_053060A_1	0.020056067	-2.739
SNOO_053060A_2	0.018953821	-2.739
SNOO_574980_1	0.023698753	-0.876
SNOO_574980_2	0.044689269	-0.876
SNOO_531310_1	0.015284943	-0.11
SNOO_531310_2	0.008272068	-0.11
SNOO_111120A_1	0.004769486	-2.198
SNOO_111120A_2	0.014638496	-2.198
SNOO_111120A_3	0.018722572	-2.198
SNOO_432030A_1	0.024419125	-1.339
SNOO_432030A_2	0.035373023	-1.339
SNOO_432030A_3	0.096027225	-1.339
SNOO_042180A_1	0.157276519	-3.346
SNOO_119660A_1	0.004256368	-1.36
SNOO_058850A_1	0.142795309	-2.373
SNOO_509280_1	0.027133415	-2.789
SNOO_041440A_1	0.012862918	-2.948
SNOO_041440A_2	0.04862492	-2.948
SNOO_440580A_1	0.070393964	-2.848
SNOO_440580A_2	0.037774673	-2.848
SNOO_040930A_1	0.1648291	-3.346
SNOO_079560A_1	0.367879441	-1.12
SNOO_301820A_1	0.000275914	0.927
SNOO_036560A_1	0.049050117	-2.117
SNOO_050430A_1	0.014268466	0.331
SNOO_307720A_1	0.021108329	-2.943
SNOO_307720A_2	0.001951306	-2.943
SNOO_074660A_1	0.065305295	-2.704
SNOO_074660A_2	0.065305295	-2.704
SNOO_084700A_1	0.04048187	-1.919
SNOO_402020A_1	0.00127116	-2.563
SNOO_402020A_2	0.001197899	-2.563
SNOO_411690A_1	0.003772212	-2.729
SNOO_411690A_2	0.004395137	-2.729
SNOO_122950A_1	0.367879441	-2.244
SNOO_435740A_1	0.102765248	-2.555
SNOO_435740A_2	0.09256991	-2.555
SNOO_053780A_1	0.142795309	-3.042
SNOO_417100A_1	0.022674394	-2.159
SNOO_615100_1	0.01414377	-3.339
SNOO_615100_2	0.038677006	-3.339
SNOO_137940A_1	0.081218287	-3.088
SNOO_569010_1	0.008850552	-1.293
SNOO_569010_2	0.008850552	-1.293
SNOO_622240_1	0.07384055	-0.431
SNOO_157720A_1	0.093019756	-2.199
SNOO_157720A_2	0.10625725	-2.199
SNOO_157720A_3	0.045445148	-2.199
SNOO_143770A_1	0.044048129	-3.002
SNOO_130220A_1	0.173639096	-2.626
SNOO_501230_1	0.367879441	-1.992
SNOO_036600A_1	0.024755273	-3.06
SNOO_406930A_1	0.367879441	-2.934
SNOO_109560A_1	0.367879441	-2.052
SNOO_044650A_1	0.045978632	-1.645
SNOO_007350A_1	0.008802405	-1.469
SNOO_509870_1	0.009852813	-3.346
SNOO_509870_2	0.029313518	-3.346
SNOO_014140A_1	0.007899611	-3.346
SNOO_014140A_2	0.009473562	-3.346
SNOO_036830A_1	0.066901532	-2.879
SNOO_411600A_1	0.012862918	-3.113
SNOO_411600A_2	0.012862918	-3.113
SNOO_006020A_1	0.01013107	-2.619
SNOO_501170_1	0.367879441	-1.997
SNOO_054820A_1	0.01010724	-3.197
SNOO_054820A_2	0.00132863	-3.197
SNOO_048690A_1	0.367879441	-2.714
SNOO_434950A_1	0.012862918	-2.896
SNOO_434950A_2	0.048951049	-2.896
SNOO_308890A_1	0.027119374	-1.928
SNOO_505800_1	0.046246355	-3.28
SNOO_505800_2	0.046246355	-3.28
SNOO_157170A_1	0.026269446	-2.472
SNOO_157170A_2	0.033100115	-2.472
SNOO_164230A_1	0.081871029	-3.524
SNOO_164230A_2	0.07047819	-3.524
SNOO_519410_1	0.019806431	-3.022
SNOO_076090A_1	0.071913233	-0.825
SNOO_441140A_1	0.022201356	-3.008
SNOO_441140A_2	0.016702678	-3.008
SNOO_125930A_1	0.000302326	-2.62
SNOO_601630_1	0.367879441	-1.568
SNOO_122150AB_1	0.044892031	-1.0
SNOO_122150AB_2	0.008581041	-1.0
SNOO_412850A_1	0.106052691	-3.246
SNOO_416630A_1	0.035373023	-0.903
SNOO_096400A_1	0.050072096	-3.172
SNOO_096400A_2	0.030591173	-3.172
SNOO_500800_1	0.047284863	-2.886
SNOO_500800_2	0.078548557	-2.886
SNOO_126860A_1	0.057757964	-1.553
SNOO_126860A_2	0.018571646	-1.553
SNOO_164610A_1	0.012862918	-2.799
SNOO_164610A_2	0.012862918	-2.799
SNOO_433410A_1	0.163899614	-2.68
SNOO_032790A_1	0.367879441	-3.362
SNOO_540670_1	0.062258999	-3.115
SNOO_552730_1	0.004914594	-2.198
SNOO_552730_2	0.040889735	-2.198
SNOO_066180A_1	0.087137949	-3.346
SNOO_066180A_2	0.064572683	-3.346
SNOO_063650A_1	0.010859827	-3.038
SNOO_063650A_2	0.048951049	-3.038
SNOO_063650A_3	0.097046125	-3.038
SNOO_509020_1	0.084895256	-2.067
SNOO_091090A_1	0.039426855	-2.521
SNOO_091090A_2	0.016861651	-2.521
SNOO_091090A_3	0.044689269	-2.521
SNOO_437960A_1	0.020809629	-1.573
SNOO_403130A_1	0.033950758	-0.423
SNOO_111630A_1	0.086128404	-2.923
SNOO_400670A_1	0.022674394	-0.494
SNOO_520250_1	0.027569195	-1.986
SNOO_151730A_1	0.012862918	-3.198
SNOO_151730A_2	0.03355135	-3.198
SNOO_151730A_3	0.001466285	-3.198
SNOO_632050_1	0.367879441	-0.434
SNOO_075710A_1	0.02527131	-2.959
SNOO_417220A_1	0.047640394	-0.879
SNOO_417220A_2	0.024112587	-0.879
SNOO_060590A_1	0.001493511	0.097
SNOO_060590A_2	0.0316399	0.097
SNOO_060590A_3	0.035373023	0.097
SNOO_025850A_1	0.024826724	-3.18
SNOO_025850A_2	0.015821486	-3.18
SNOO_079220A_1	0.367879441	2.756
SNOO_307990A_1	0.00836115	-3.057
SNOO_104090A_1	0.046091288	-3.033
SNOO_104090A_2	0.035015596	-3.033
SNOO_569290_1	0.012862918	-2.776
SNOO_061990A_1	0.01256214	-1.928
SNOO_061990A_2	0.000507607	-1.928
SNOO_036710A_1	0.014353664	-1.95
SNOO_036710A_2	0.019357039	-1.95
SNOO_157470A_1	0.050753067	-3.28
SNOO_148170A_1	0.367879441	-2.175
SNOO_005040A_1	0.057353902	-3.271
SNOO_042160A_1	0.040366783	-3.038
SNOO_053230A_1	0.045978632	-3.346
SNOO_031240A_1	0.367879441	0.389
SNOO_122270A_1	0.003597394	-3.038
SNOO_046820A_1	0.021887528	-1.663
SNOO_011520A_1	0.00548954	0.682
SNOO_011520A_2	0.01608181	0.682
SNOO_118140BA_1	0.045978632	-2.714
SNOO_308000A_1	0.035605897	-3.346
SNOO_308000A_2	0.035605897	-3.346
SNOO_159800A_1	0.038249546	-3.182
SNOO_159800A_2	0.029771492	-3.182
SNOO_071190A_1	0.016760125	-3.338
SNOO_508140_1	0.076223426	-2.01
SNOO_116200A_1	0.018078103	-2.092
SNOO_116200A_2	0.003902257	-2.092
SNOO_422310A_1	0.003051262	-2.98
SNOO_422310A_2	0.003051262	-2.98
SNOO_063300A_1	0.038276339	-3.091
SNOO_159950A_1	0.075102361	-3.346
SNOO_159950A_2	0.023251131	-3.346
SNOO_425040A_1	0.142795309	-2.15
SNOO_143030A_1	0.012241682	-3.101
SNOO_143030A_2	0.012862918	-3.101
SNOO_568970_1	0.031537248	-2.814
SNOO_568970_2	0.067388592	-2.814
SNOO_025110A_1	0.1648291	-3.05
SNOO_513900_1	0.040499914	-3.389
SNOO_513900_2	0.041274131	-3.389
SNOO_065010AB_1	0.05168626	-3.059
SNOO_065010AB_2	0.101089508	-3.059
SNOO_063640A_1	0.183939721	-2.263
SNOO_518600_1	0.019670913	1.981
SNOO_107720A_1	0.005397114	-1.665
SNOO_041870A_1	0.367879441	-1.914
SNOO_024710A_1	0.006996913	-3.358
SNOO_024710A_2	0.006996913	-3.358
SNOO_580260_1	0.367879441	-0.662
SNOO_127420A_1	0.05985588	-3.346
SNOO_127420A_2	0.02162301	-3.346
SNOO_127420A_3	0.035373023	-3.346
SNOO_522340_1	0.027358148	-1.096
SNOO_068420A_1	0.093055273	-3.315
SNOO_161550A_1	0.012862918	-2.315
SNOO_161550A_2	0.016707574	-2.315
SNOO_138110A_1	0.023513743	-1.344
SNOO_138110A_2	0.067926661	-1.344
SNOO_514140_1	0.002606959	-2.311
SNOO_504770_1	0.026683414	-1.539
SNOO_504770_2	0.026662466	-1.539
SNOO_112410A_1	0.056634716	-1.735
SNOO_112410A_2	0.047643819	-1.735
SNOO_642320_1	0.029313518	-1.912
SNOO_165250A_1	0.367879441	-2.376
SNOO_419380B_1	0.109280907	-1.511
SNOO_419380B_1	0.109280907	-2.78
SNOO_430760A_1	0.367879441	-1.564
SNOO_414570A_1	0.367879441	-2.972
SNOO_028120A_1	0.015805994	-2.278
SNOO_028120A_2	0.03239105	-2.278
SNOO_016180A_1	0.003858875	-2.487
SNOO_016180A_2	0.018298964	-2.487
SNOO_401380A_1	0.367879441	-2.875
SNOO_504530_1	0.019318705	-3.181
SNOO_504530_2	0.035373023	-3.181
SNOO_504530_3	0.035373023	-3.181
SNOO_501740_1	0.012862918	-3.181
SNOO_501740_2	0.012862918	-3.181
SNOO_308640A_1	0.183846767	-2.971
SNOO_109750A_1	0.056905951	-2.57
SNOO_027170A_1	0.007103854	-2.951
SNOO_027170A_2	0.028333304	-2.951
SNOO_126120A_1	0.114991984	-2.94
SNOO_126120A_2	0.029382217	-2.94
SNOO_159330A_1	0.061929549	-3.439
SNOO_159330A_2	0.044683193	-3.439
SNOO_159330A_3	0.037660142	-3.439
SNOO_429790A_1	0.04884602	-3.18
SNOO_425780A_1	0.049562357	-2.236
SNOO_425780A_2	0.035489135	-2.236
SNOO_097440A_1	0.1648291	-2.792
SNOO_128480A_1	0.007103854	-2.526
SNOO_128480A_2	0.005416235	-2.526
SNOO_033110A_1	0.048951049	-2.867
SNOO_033110A_2	0.030207946	-2.867
SNOO_105100BA_1	0.367879441	0.486
SNOO_046050A_1	0.001086556	-3.115
SNOO_046050A_2	0.000339403	-3.115
SNOO_122880A_1	0.033642485	-2.15
SNOO_122880A_2	0.038769921	-2.15
SNOO_036770A_1	0.367879441	-2.806
SNOO_125710AB_1	0.047773368	-3.338
SNOO_125710AB_2	0.056401325	-3.338
SNOO_082310A_1	0.367879441	-1.197
SNOO_519940_1	0.029313518	-2.541
SNOO_303680A_1	0.004509122	-1.447
SNOO_303680A_2	0.002370548	-1.447
SNOO_577770_1	0.05131313	-2.747
SNOO_577770_2	0.053170177	-2.747
SNOO_161610A_1	0.07539089	-2.464
SNOO_161610A_2	0.034537717	-2.464
SNOO_161610A_3	0.01279409	-2.464
SNOO_300520A_1	0.005214904	-3.038
SNOO_300520A_2	0.006384147	-3.038
SNOO_116750A_1	7.64e-06	-3.28
SNOO_435330A_1	0.01072408	-2.937
SNOO_153170A_1	0.007425997	-3.226
SNOO_153170A_2	0.013968218	-3.226
SNOO_419840A_1	0.007833401	-0.522
SNOO_019930A_1	0.028708805	-3.173
SNOO_006810A_1	0.048951049	0.849
SNOO_006810A_2	0.05892405	0.849
SNOO_032330A_1	0.001838978	-2.714
SNOO_032330A_2	0.00303728	-2.714
SNOO_436910A_1	0.030591173	-2.381
SNOO_436910A_2	0.02084246	-2.381
SNOO_436910A_3	0.016632586	-2.381
SNOO_118920A_1	0.016201809	-2.94
SNOO_118920A_2	0.007590406	-2.94
SNOO_515480_1	0.029913382	-1.772
SNOO_515480_2	0.035373023	-1.772
SNOO_428360A_1	0.014113982	1.011
SNOO_117350A_1	0.367879441	-1.557
SNOO_512690_1	0.009805897	-0.215
SNOO_512690_2	0.017428801	-0.215
SNOO_429270A_1	0.018462438	-3.091
SNOO_308670A_1	0.028389895	-2.901
SNOO_308670A_2	0.022024689	-2.901
SNOO_308670A_3	0.056401325	-2.901
SNOO_068460A_1	0.012862918	-2.959
SNOO_068460A_2	0.020396657	-2.959
SNOO_033320A_1	0.04618001	-2.894
SNOO_033770A_1	0.048951049	-2.491
SNOO_033770A_2	0.048951049	-2.491
SNOO_056050A_1	0.066794552	0.525
SNOO_056050A_2	0.091992585	0.525
SNOO_045100A_1	0.045992067	-2.518
SNOO_090740A_1	0.042308923	-3.346
SNOO_090740A_2	0.038439267	-3.346
SNOO_502620_1	0.078224591	-3.161
SNOO_435080A_1	0.0682341	-2.63
SNOO_427520A_1	0.00424586	-0.673
SNOO_408240A_1	0.367879441	-1.866
SNOO_539250_1	0.012741289	-2.447
SNOO_539250_2	0.003688259	-2.447
SNOO_417780A_1	0.002236256	-2.172
SNOO_081880A_1	0.012862918	-2.184
SNOO_081880A_2	0.004534776	-2.184
SNOO_426980A_1	0.00212863	-2.111
SNOO_426980A_2	0.050480389	-2.111
SNOO_426980A_3	0.001466285	-2.111
SNOO_020230A_1	0.367879441	-3.346
SNOO_513070_1	0.035373023	-2.547
SNOO_429060A_1	0.367879441	-2.959
SNOO_013950A_1	0.012862918	-3.346
SNOO_407680A_1	0.367879441	-2.773
SNOO_431050A_1	0.000473958	-2.148
SNOO_431050A_2	0.035373023	-2.148
SNOO_008390A_1	0.049545948	-3.346
SNOO_409600A_1	0.367879441	-1.665
SNOO_558050_1	0.367879441	-3.28
SNOO_095030A_1	0.00254946	-0.553
SNOO_095030A_2	0.011920033	-0.553
SNOO_615820_1	0.367879441	-1.754
SNOO_623080_1	0.073377823	-1.774
SNOO_623080_2	0.081349407	-1.774
SNOO_129900A_1	0.009334891	-3.179
SNOO_129900A_2	0.019001351	-3.179
SNOO_129900A_3	0.068641548	-3.179
SNOO_433200A_1	0.040293037	-3.088
SNOO_433200A_2	0.050465053	-3.088
SNOO_414360A_1	0.087147515	-2.758
SNOO_400500A_1	0.367879441	-1.24
SNOO_034840A_1	0.037767887	1.214
SNOO_304060A_1	0.367879441	-1.416
SNOO_029300A_1	0.001884209	0.241
SNOO_029300A_2	0.001112585	0.241
SNOO_307580A_1	0.002175458	-3.346
SNOO_417460A_1	0.035373023	-2.174
SNOO_417460A_2	0.035373023	-2.174
SNOO_419650A_1	0.026892902	-0.435
SNOO_431770A_1	0.013824706	-2.55
SNOO_143060A_1	0.045978632	-1.931
SNOO_106900A_1	0.009010567	0.266
SNOO_106900A_2	0.046410058	0.266
SNOO_156960A_1	0.367879441	-1.748
SNOO_053810A_1	0.042688201	-3.346
SNOO_053810A_2	0.023751181	-3.346
SNOO_009010A_1	0.367879441	-1.144
SNOO_003700A_1	0.02442598	-3.346
SNOO_003700A_2	0.059507577	-3.346
SNOO_079150A_1	0.017393558	-2.618
SNOO_079150A_2	0.017393558	-2.618
SNOO_109060A_1	0.037437992	-2.2
SNOO_430130A_1	0.020950833	-2.795
SNOO_430130A_2	0.019670913	-2.795
SNOO_430130A_3	0.024755273	-2.795
SNOO_442660A_1	0.051285926	-2.376
SNOO_442660A_2	0.026783743	-2.376
SNOO_424570A_1	0.023628077	-1.887
SNOO_424570A_2	0.035373023	-1.887
SNOO_039560A_1	0.027787166	-2.829
SNOO_445390A_1	0.017806083	-2.721
SNOO_445390A_2	0.016414365	-2.721
SNOO_027760A_1	0.035373023	-2.875
SNOO_152190A_1	0.004350574	-2.958
SNOO_152190A_2	0.026175611	-2.958
SNOO_152190A_3	0.002500365	-2.958
SNOO_445440A_1	0.109280907	-1.499
SNOO_514890_1	0.003858875	-3.513
SNOO_514890_2	0.026576381	-3.513
SNOO_514890_3	0.012862918	-3.513
SNOO_111480A_1	0.012862918	-1.062
SNOO_111480A_2	0.044570442	-1.062
SNOO_013440A_1	0.002532334	-2.628
SNOO_013440A_2	0.005918241	-2.628
SNOO_026250A_1	0.015199073	0.551
SNOO_026250A_2	0.015199073	0.551
SNOO_163690A_1	0.060312712	-1.902
SNOO_401410A_1	0.367879441	-2.49
SNOO_148180A_1	0.007768199	-3.28
SNOO_148180A_2	0.035373023	-3.28
SNOO_010600A_1	0.119204275	-3.28
SNOO_067600BA_1	0.086128404	-3.038
SNOO_424770A_1	0.042067987	-1.973
SNOO_424770A_2	0.042067987	-1.973
SNOO_047600A_1	0.016121676	-3.346
SNOO_047600A_2	0.025558888	-3.346
SNOO_015700A_1	0.012862918	-3.042
SNOO_106490A_1	0.142795309	-3.316
SNOO_086040A_1	0.367879441	2.151
SNOO_028790A_1	0.000839753	-3.271
SNOO_028790A_2	0.000839753	-3.271
SNOO_144030A_1	0.025390156	-2.864
SNOO_144030A_2	0.034556776	-2.864
SNOO_440710A_1	0.035373023	-2.646
SNOO_151920A_1	0.023181691	-2.422
SNOO_151920A_2	0.003858875	-2.422
SNOO_544740_1	0.008029536	-2.28
SNOO_544740_2	0.091095854	-2.28
SNOO_032620A_1	0.058733707	-2.651
SNOO_018100A_1	0.040883143	-2.773
SNOO_018100A_2	0.057545822	-2.773
SNOO_507540_1	0.012696557	-2.003
SNOO_507540_2	0.012696557	-2.003
SNOO_510240_1	0.040352752	1.091
SNOO_510240_2	0.035373023	1.091
SNOO_520670_1	0.012248803	-0.46
SNOO_005870A_1	0.018507817	-3.042
SNOO_005870A_2	0.00499931	-3.042
SNOO_071470A_1	0.052784374	-3.181
SNOO_405800A_1	0.00020207	-2.703
SNOO_405800A_2	0.00020207	-2.703
SNOO_523940_1	0.003809541	-1.905
SNOO_088240A_1	0.167409048	-2.671
SNOO_013800A_1	0.367879441	-2.794
SNOO_085330A_1	0.091341721	-2.247
SNOO_308590A_1	0.024360587	-3.181
SNOO_308590A_2	0.035373023	-3.181
SNOO_102370A_1	0.1648291	-3.367
SNOO_044430A_1	0.367879441	-2.967
SNOO_300180A_1	0.018298964	-3.346
SNOO_300180A_2	0.008374886	-3.346
SNOO_300180A_3	0.022057681	-3.346
SNOO_106250A_1	0.367879441	-0.288
SNOO_428350A_1	0.108703049	-2.651
SNOO_428350A_2	0.021013045	-2.651
SNOO_428350A_3	0.032380557	-2.651
SNOO_105320A_1	0.010111511	-2.665
SNOO_419680A_1	0.035510559	-2.937
SNOO_656470_1	0.046091288	-3.346
SNOO_152310A_1	0.007272476	-2.051
SNOO_152310A_2	0.007272476	-2.051
SNOO_417270A_1	0.367879441	-1.892
SNOO_028610A_1	0.367879441	-3.153
SNOO_016790A_1	0.05412867	-3.346
SNOO_016790A_2	0.05412867	-3.346
SNOO_011470A_1	0.025620428	-0.761
SNOO_011470A_2	0.025620428	-0.761
SNOO_303910A_1	0.012862918	-3.346
SNOO_303910A_2	0.102869703	-3.346
SNOO_303910A_3	0.086662176	-3.346
SNOO_303910A_4	0.004712561	-3.346
SNOO_439270A_1	0.367879441	-1.77
SNOO_425790A_1	0.083743042	-2.577
SNOO_425790A_2	0.077889992	-2.577
SNOO_301220A_1	0.032639663	-2.941
